Plot,Midges,Insecticides,Block,Date,Year,Total,Mites,Springtails,Beetles,Spiders,Bugs,Stern,Auchenorrhyncha,Thyanosoptera,Araneae,Linyphiidae,Lycosidae,Gnaphosidae,Thomisidae,Opiliones,Coleoptera,Ptinidae,Cryptophagidae,Staphylinidae,Carabidae,Curculionidae,Coleoptera Larval,Collembola,Entomobryidae,Isotomidae,Hypogastruridae,Neelidae,Neanuridae,Onychuridae,Poduridae,Sminthuridae,Tomoceridae,Oribatida,Mesostigmata,Prostigmata,Diptera,Psyliidae,Aphididae,Coccoidea,Miridae,Saldidae,Tingidae,Nabidae,Microphysid,Hymenoptera,Lepidoptera
24,No Midges,No Insecticides,6,6-Aug-18,2018,2067,834,1067,0,33,0,0,133,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,667,100,33,0,0,0,0,267,0,667,167,0,0,0,0,0,0,0,0,0,0,0,0
25,No Midges,No Insecticides,7,6-Aug-18,2018,3566,1200,1133,33,67,0,200,933,0,0,67,0,0,0,0,0,0,0,0,0,0,33,0,600,33,0,0,0,0,0,500,0,900,300,0,0,0,200,0,0,0,0,0,0,0,0
28,Midges,No Insecticides,7,6-Aug-18,2018,2167,400,1701,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1367,0,0,0,0,0,167,0,267,133,0,0,0,0,0,0,0,0,0,0,33,0
30,No Midges,No Insecticides,8,6-Aug-18,2018,5133,2267,2767,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,367,0,0,67,0,0,1333,0,1933,267,67,0,0,33,0,0,0,0,0,0,33,0
32,Midges,No Insecticides,8,6-Aug-18,2018,3433,233,3034,133,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,133,0,1567,1100,0,0,0,0,0,367,0,133,100,0,0,0,0,0,0,0,0,0,0,0,0
3,No Midges,Insecticides,1,4-Jul-17,2017,2566,2000,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,133,33,0,0,0,0,100,0,1533,467,67,0,0,0,0,0,0,0,0,0,0,0
4,Midges,Insecticides,1,4-Jul-17,2017,2933,1600,1267,0,33,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,700,467,33,0,0,0,0,67,0,1000,600,0,0,0,0,0,0,0,0,0,0,33,0
5,Midges,Insecticides,2,4-Jul-17,2017,1265,1000,199,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,133,0,0,0,0,0,33,0,967,33,33,0,0,33,0,0,0,0,0,0,0,0
8,No Midges,Insecticides,2,4-Jul-17,2017,600,500,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,300,200,0,0,0,0,0,0,0,0,0,0,0,0
10,No Midges,Insecticides,3,4-Jul-17,2017,1499,1133,166,0,133,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,133,33,0,0,0,0,0,0,0,1033,100,67,0,0,0,0,0,0,0,0,0,0,0
12,Midges,Insecticides,3,4-Jul-17,2017,1800,1300,433,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,333,967,0,0,0,67,0,0,0,0,0,0,0,0
13,No Midges,Insecticides,4,4-Jul-17,2017,5065,3667,1000,33,66,0,33,100,0,0,33,33,0,0,0,0,0,0,0,0,0,33,0,900,0,67,0,0,0,0,33,0,2467,1200,133,0,0,33,0,0,0,0,0,0,33,0
14,Midges,Insecticides,4,4-Jul-17,2017,2733,1700,800,0,133,0,0,33,0,0,33,0,0,100,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,1300,400,67,0,0,0,0,0,0,0,0,0,0,0
17,Midges,Insecticides,5,4-Jul-17,2017,4534,4000,534,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,467,0,0,0,0,0,0,67,0,3300,700,0,0,0,0,0,0,0,0,0,0,0,0
19,No Midges,Insecticides,5,4-Jul-17,2017,2901,2267,267,0,167,0,167,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,167,100,0,0,0,0,0,0,0,1467,800,0,0,0,167,0,0,0,0,0,0,33,0
21,Midges,Insecticides,6,4-Jul-17,2017,2567,2367,100,0,33,0,0,67,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,67,0,33,0,0,0,0,0,0,1600,767,0,0,0,0,0,0,0,0,0,0,0,0
23,No Midges,Insecticides,6,4-Jul-17,2017,2833,2200,200,0,0,0,0,400,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,133,0,0,0,0,0,0,67,0,1833,367,0,33,0,0,0,0,0,0,0,0,0,0
26,Midges,Insecticides,7,4-Jul-17,2017,3966,2067,1267,0,33,0,0,533,0,0,33,0,0,0,0,100,0,0,0,0,0,0,0,1267,0,0,0,0,0,0,0,0,1400,667,33,0,0,0,0,0,0,0,0,0,33,0
27,No Midges,Insecticides,7,4-Jul-17,2017,3133,2367,367,0,133,0,33,67,0,0,133,0,0,0,0,33,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,1467,900,133,0,0,33,0,0,0,0,0,0,33,0
29,Midges,Insecticides,8,4-Jul-17,2017,2500,2000,133,0,133,0,0,167,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,100,33,0,0,0,0,0,0,0,1433,567,67,0,0,0,0,0,0,0,0,0,0,0
31,No Midges,Insecticides,8,4-Jul-17,2017,2866,2067,633,0,33,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,533,33,0,0,0,0,0,67,0,1500,567,100,0,0,0,0,0,0,0,0,0,33,0
3,No Midges,Insecticides,1,3-Aug-17,2017,2301,1100,1067,0,0,0,67,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,933,67,0,0,0,0,0,67,0,900,67,133,67,0,67,0,0,0,0,0,0,0,0
4,Midges,Insecticides,1,3-Aug-17,2017,8432,5233,2966,33,133,0,0,0,0,0,133,0,0,0,0,0,0,0,33,0,0,0,0,2833,100,0,0,0,0,0,33,0,5033,200,0,67,0,0,0,0,0,0,0,0,0,0
5,Midges,Insecticides,2,3-Aug-17,2017,7964,4600,2532,33,33,0,67,33,0,0,0,33,0,0,0,333,0,0,33,0,0,0,0,2233,133,0,0,0,33,0,133,0,4100,233,267,633,0,67,0,0,0,0,0,0,0,33
8,No Midges,Insecticides,2,3-Aug-17,2017,8532,4634,3266,100,33,0,33,0,0,0,33,0,0,0,0,100,0,0,0,100,0,0,0,3133,33,0,0,0,100,0,0,0,4467,167,0,433,0,33,0,0,0,0,0,0,33,0
10,No Midges,Insecticides,3,3-Aug-17,2017,6066,4100,1900,0,0,0,0,33,33,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,100,0,3867,100,133,0,0,0,0,0,0,0,0,0,0,0
12,Midges,Insecticides,3,3-Aug-17,2017,3533,1367,1966,0,33,0,0,67,0,0,33,0,0,0,0,100,0,0,0,0,0,0,0,1933,33,0,0,0,0,0,0,0,1200,167,67,0,0,0,0,0,0,0,0,0,33,0
13,No Midges,Insecticides,4,3-Aug-17,2017,5533,4334,1000,0,33,0,0,100,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,900,33,0,0,0,67,0,0,0,3000,1167,167,33,0,0,0,0,0,0,0,0,33,0
14,Midges,Insecticides,4,3-Aug-17,2017,4633,2467,2099,0,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2033,33,0,0,0,0,0,33,0,2467,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Midges,Insecticides,5,3-Aug-17,2017,9432,5466,3700,0,33,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3167,500,0,0,0,0,0,33,0,5333,133,0,200,0,33,0,0,0,0,0,0,0,0
19,No Midges,Insecticides,5,3-Aug-17,2017,2466,1700,666,0,67,0,33,0,0,0,67,0,0,0,0,33,0,0,0,0,0,0,0,633,0,0,0,0,0,0,33,0,1700,0,0,0,0,33,0,0,0,0,0,0,0,0
21,Midges,Insecticides,6,3-Aug-17,2017,2200,1067,1100,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,33,0
23,No Midges,Insecticides,6,3-Aug-17,2017,13201,9034,2967,0,0,0,133,567,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,2567,333,0,0,0,0,0,67,0,8567,367,100,433,0,133,0,0,0,0,0,0,67,0
26,Midges,Insecticides,7,3-Aug-17,2017,9767,4767,4467,0,100,0,33,33,0,0,67,0,0,33,0,0,0,0,0,0,0,0,0,4167,100,0,0,0,67,0,133,0,4300,400,67,367,0,33,0,0,0,0,0,0,0,0
27,No Midges,Insecticides,7,3-Aug-17,2017,7500,5467,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,33,0,0,0,0,0,33,0,5300,167,0,0,0,0,0,0,0,0,0,0,0,0
29,Midges,Insecticides,8,3-Aug-17,2017,6466,3933,2300,33,33,0,0,67,0,0,0,0,33,0,0,0,0,0,33,0,0,0,0,2300,0,0,0,0,0,0,0,0,3800,133,67,33,0,0,0,0,0,0,0,0,0,0
31,No Midges,Insecticides,8,3-Aug-17,2017,6033,4100,1734,0,0,33,33,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1667,67,0,0,0,0,0,0,0,4000,100,0,133,0,0,33,33,0,0,0,0,0,0
3,No Midges,Insecticides,1,27-Jun-18,2018,633,534,66,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,467,0,67,0,0,0,0,0,0,0,0,0,33,0
4,Midges,Insecticides,1,27-Jun-18,2018,7232,6400,799,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,333,433,0,0,0,0,0,33,0,6100,0,300,0,0,0,0,0,0,0,0,0,0,0
5,Midges,Insecticides,2,27-Jun-18,2018,5033,4600,333,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,100,0,0,0,0,0,100,0,4400,67,133,0,0,0,0,0,0,0,0,0,67,0
8,No Midges,Insecticides,2,27-Jun-18,2018,3467,3200,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,67,0,0,0,0,0,67,0,2600,0,600,0,0,0,0,0,0,0,0,0,0,0
10,No Midges,Insecticides,3,27-Jun-18,2018,2734,2634,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,67,0,2467,0,167,0,0,0,0,0,0,0,0,0,0,0
12,Midges,Insecticides,3,27-Jun-18,2018,4333,3833,434,0,33,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,267,100,0,0,0,0,0,67,0,3133,0,700,0,0,0,0,0,0,0,0,0,0,0
13,No Midges,Insecticides,4,27-Jun-18,2018,8233,7800,366,0,0,0,0,67,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,300,33,0,0,0,0,0,33,0,6500,0,1300,0,0,0,0,0,0,0,0,0,0,0
14,Midges,Insecticides,4,27-Jun-18,2018,3666,3400,100,0,66,0,0,100,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,67,0,2867,0,533,0,0,0,0,0,0,0,0,0,0,0
17,Midges,Insecticides,5,27-Jun-18,2018,4399,4133,200,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,0,0,0,0,0,100,0,3900,0,233,0,0,0,0,0,0,0,0,0,33,0
19,No Midges,Insecticides,5,27-Jun-18,2018,4534,3734,533,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,267,0,0,0,0,0,33,0,3067,0,667,0,0,0,0,0,0,0,0,0,67,0
21,Midges,Insecticides,6,27-Jun-18,2018,4532,4066,300,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,200,0,0,0,0,0,0,100,0,3833,0,233,0,0,0,0,0,0,0,0,0,133,0
23,No Midges,Insecticides,6,27-Jun-18,2018,10833,10400,367,0,33,0,0,33,0,0,0,0,33,0,0,0,100,0,0,0,0,0,0,300,67,0,0,0,0,0,0,0,9567,0,833,0,0,0,0,0,0,0,0,0,0,0
26,Midges,Insecticides,7,27-Jun-18,2018,5466,4867,533,0,33,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,433,67,0,0,0,0,0,33,0,4600,0,267,0,0,0,0,0,0,0,0,0,0,0
27,No Midges,Insecticides,7,27-Jun-18,2018,1034,867,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,567,0,300,0,0,0,0,0,0,0,0,0,0,0
29,Midges,Insecticides,8,27-Jun-18,2018,1798,1666,99,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,33,0,1633,0,33,0,0,0,0,0,0,0,0,0,0,0
31,No Midges,Insecticides,8,27-Jun-18,2018,5299,4933,267,0,33,0,0,33,0,0,33,0,0,0,33,0,67,0,0,0,0,0,0,100,0,0,0,0,0,0,167,0,4600,0,333,0,0,0,0,0,0,0,0,0,0,0
3,No Midges,Insecticides,1,24-Jul-18,2018,2566,166,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1167,1200,0,0,0,0,0,33,0,100,33,33,0,0,0,0,0,0,0,0,0,0,0
4,Midges,Insecticides,1,24-Jul-18,2018,15835,1401,14001,33,33,0,0,0,267,0,33,0,0,0,33,0,33,0,0,0,0,33,0,8800,5067,0,0,67,0,0,67,0,1167,167,67,0,0,0,0,0,0,0,0,0,67,0
5,Midges,Insecticides,2,24-Jul-18,2018,25432,1567,23799,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4800,18933,0,0,0,33,0,33,0,1433,67,67,0,0,0,0,0,0,0,0,0,33,0
8,No Midges,Insecticides,2,24-Jul-18,2018,2733,1000,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,433,0,0,0,0,0,133,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0
10,No Midges,Insecticides,3,24-Jul-18,2018,5234,1434,3767,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1367,2300,0,0,33,0,0,67,0,1267,67,100,0,0,0,0,0,0,0,0,0,0,0
12,Midges,Insecticides,3,24-Jul-18,2018,12200,1034,11100,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,6933,0,0,167,0,0,0,0,867,100,67,0,0,0,0,0,0,0,0,0,33,0
13,No Midges,Insecticides,4,24-Jul-18,2018,6466,800,5500,0,33,0,0,133,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,4633,767,67,0,0,0,0,33,0,700,0,100,0,0,0,0,0,0,0,0,0,0,0
14,Midges,Insecticides,4,24-Jul-18,2018,3800,933,2800,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,1233,0,0,33,0,0,267,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Midges,Insecticides,5,24-Jul-18,2018,8033,567,7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5067,2233,67,0,33,33,0,33,0,367,0,200,0,0,0,0,0,0,0,0,0,0,0
19,No Midges,Insecticides,5,24-Jul-18,2018,2933,500,2400,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,300,0,0,0,0,0,167,0,400,67,33,0,0,0,0,0,0,0,0,0,0,0
21,Midges,Insecticides,6,24-Jul-18,2018,2733,233,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1100,1400,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
23,No Midges,Insecticides,6,24-Jul-18,2018,4665,233,4332,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,3733,33,0,33,0,0,200,0,67,33,133,0,0,0,0,0,0,0,0,0,0,0
26,Midges,Insecticides,7,24-Jul-18,2018,5299,200,5066,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4433,633,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
27,No Midges,Insecticides,7,24-Jul-18,2018,4099,700,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,1600,0,0,33,0,0,133,0,500,167,33,0,0,0,0,0,0,0,0,0,0,0
29,Midges,Insecticides,8,24-Jul-18,2018,500,133,334,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,67,0,0,0,0,0,0,0,100,0,33,0,0,0,0,0,0,0,0,0,0,0
31,No Midges,Insecticides,8,24-Jul-18,2018,5634,600,4967,67,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,0,4167,700,0,0,0,0,0,100,0,467,0,133,0,0,0,0,0,0,0,0,0,0,0
3,No Midges,Insecticides,1,6-Aug-18,2018,3933,300,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,1300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Midges,Insecticides,1,6-Aug-18,2018,29799,700,29066,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533,20533,0,0,0,0,0,0,0,667,33,0,0,0,0,0,0,0,0,0,0,0,0
5,Midges,Insecticides,2,6-Aug-18,2018,367,200,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,67,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
8,No Midges,Insecticides,2,6-Aug-18,2018,2100,533,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,900,600,0,0,0,0,0,67,0,400,33,100,0,0,0,0,0,0,0,0,0,0,0
10,No Midges,Insecticides,3,6-Aug-18,2018,4300,2733,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,433,900,100,0,67,67,0,0,0,2633,0,100,0,0,0,0,0,0,0,0,0,0,0
12,Midges,Insecticides,3,6-Aug-18,2018,9300,467,8833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4000,0,0,0,0,0,33,0,400,0,67,0,0,0,0,0,0,0,0,0,0,0
13,No Midges,Insecticides,4,6-Aug-18,2018,6567,667,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,2200,0,0,0,0,0,33,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Midges,Insecticides,4,6-Aug-18,2018,2332,766,1500,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0,600,800,33,0,0,0,0,67,0,633,33,100,0,0,0,0,0,0,0,0,0,0,0
17,Midges,Insecticides,5,6-Aug-18,2018,2334,334,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,1000,0,0,33,0,0,0,0,267,0,67,0,0,0,0,0,0,0,0,0,0,0
19,No Midges,Insecticides,5,6-Aug-18,2018,1234,367,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,367,0,0,33,0,0,100,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Midges,Insecticides,6,6-Aug-18,2018,666,133,533,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,233,300,0,0,0,0,0,0,0,100,0,33,0,0,0,0,0,0,0,0,0,0,0
23,No Midges,Insecticides,6,6-Aug-18,2018,4100,567,3433,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1300,33,0,0,0,0,100,0,400,167,0,0,0,0,0,0,0,0,0,0,0,0
26,Midges,Insecticides,7,6-Aug-18,2018,767,200,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,367,0,0,0,0,0,33,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
27,No Midges,Insecticides,7,6-Aug-18,2018,2700,400,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,367,0,0,0,0,0,200,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Midges,Insecticides,8,6-Aug-18,2018,2966,333,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1433,1167,0,0,0,0,0,33,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0
31,No Midges,Insecticides,8,6-Aug-18,2018,1699,166,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,300,0,0,0,0,0,33,0,133,0,33,0,0,0,0,0,0,0,0,0,0,0
